Symbol,Currency,Name,IB Contract ID,ISIN,Rebate Rate,Fee Rate,Available Shares
DGMA,USD,DEGAMA SOFTWARE SOLUTIONS IN,51635621.0,XXXXXXXT1097,4.08,0.25,
DGNG,USD,DIGUANG INTERNATIONAL DEVELO,38257842.0,XXXXXXXT1079,4.08,0.25,3000.0
DGNOF,USD,DIAGNOS INC,362047646.0,CA2524423068,-3.1096,7.4396,40000.0
DGP,USD,DB GOLD DOUBLE LONG ETN,49330120.0,XXXXXXXH7492,3.4293,0.9007,35000.0
DGRE,USD,WISDOMTREE EMERGING MARKETS,132310197.0,XXXXXXXW3236,-0.9535,5.2835,10000.0
DGRI,USD,DUTCH GOLD RESOURCES INC,44964100.0,XXXXXXXV1070,4.08,0.25,
DGRO,USD,ISHARES CORE DIVIDEND GROWTH,155518915.0,XXXXXXXV6213,3.9219,0.4081,1500000.0
DGRS,USD,WISDOMTREE U.S. SMALLCAP QUA,132009493.0,XXXXXXXX6519,-2.7486,7.0786,50000.0
DGRW,USD,WISDOMTREE U.S. QUALITY DIVI,128357879.0,XXXXXXXX6691,3.807,0.523,350000.0
DGS,USD,WISDOMTREE EM SMALL CAP,47012106.0,XXXXXXXW2816,4.043,0.287,500000.0
DGTHF,USD,DGTL HOLDINGS INC,724677025.0,CA23343T2039,-1.0311,5.3611,9000.0
DGTW,USD,DIGITALTOWN INC,43196223.0,XXXXXXXE1029,4.08,0.25,
DGWIY,USD,DUOYUAN GLOBAL WATER INC-ADR,61213879.0,XXXXXXX31089,1.8783,2.4517,950000.0
DGWR,USD,DEEP GREEN WASTE &amp; RECYCLING ,637688183.0,XXXXXXXL2016,-11.852,16.182,550000.0
DGX,USD,QUEST DIAGNOSTICS INC,2459465.0,XXXXXXXL1008,4.08,0.25,4500000.0
DGZ,USD,DB GOLD SHORT ETN,49330119.0,XXXXXXXH7310,-6.7193,11.0493,400.0
DH,USD,DEFINITIVE HEALTHCARE CORP,514318680.0,XXXXXXXE1038,3.8546,0.4754,3600000.0
DHAI,USD,DIH HOLDINGS US INC,683196101.0,XXXXXXXB1061,-31.1281,35.4581,300000.0
DHBUF,USD,DELIVRA HEALTH BRANDS INC,583996469.0,CA24703H1029,3.5155,0.8145,550000.0
DHC,USD,DIVERSIFIED HEALTHCARE TRUST,397803941.0,XXXXXXXP1075,3.9225,0.4075,2700000.0
DHCC,USD,DIAMONDHEAD CASINO CORP,30210237.0,XXXXXXXS1006,4.08,0.25,400000.0
DHCNI,USD,DIVERSIFIED HEALTHCARE TRUST,398009046.0,XXXXXXXP2065,-19.3798,23.7098,150000.0
DHCNL,USD,DIVERSIFIED HEALTHCARE TRUST,398009023.0,XXXXXXXP3055,-0.1713,4.5013,150000.0
DHF,USD,BNYM HIGH YIELD STRATEGIES,367504865.0,XXXXXXXL1052,-3.4202,7.7502,500000.0
DHI,USD,DR HORTON INC,268627.0,XXXXXXXA1097,4.08,0.25,5500000.0
DHIL,USD,DIAMOND HILL INVESTMENT GRP,6542369.0,XXXXXXXR2076,3.9094,0.4206,65000.0
DHLGY,USD,DHL GROUP - ADR,70810522.0,XXXXXXXY2028,-12.8897,17.2197,80000.0
DHPIQ,USD,DESERT HEALTH PRODUCTS INC,30210240.0,XXXXXXX51004,4.08,0.25,100000.0
DHR,USD,DANAHER CORP,6442.0,XXXXXXX11028,4.08,0.25,
DHS,USD,WISDOMTREE US HIGH DIVIDEND,39579991.0,XXXXXXXW2089,3.9034,0.4266,35000.0
DHSM,USD,DHS HOLDING CO,90865322.0,XXXXXXXG1076,4.08,0.25,9400000.0
DHT,USD,DHT HOLDINGS INC,110322264.0,MHY2065G1219,3.9435,0.3865,2900000.0
DHX,USD,DHI GROUP INC,190600284.0,XXXXXXXS1006,2.2686,2.0614,1200000.0
DHY,USD,CREDIT SUISSE HIGH YIELD BD,6607799.0,XXXXXXXF1030,0.2022,4.1278,900000.0
DIA,USD,SPDR DJIA TRUST,73128548.0,XXXXXXXX1090,3.9483,0.3817,550000.0
DIAAF,USD,DIAMANT ART CORP,74820179.0,CA25253R3099,4.08,0.25,85000.0
DIAL,USD,COLUMBIA DIVERSIFIED ETF,292181029.0,XXXXXXXL5084,-7.2876,11.6176,50000.0
DIAX,USD,NUVEEN DOW 30 DYNAMIC OVERWR,176372139.0,XXXXXXXF1057,-0.0049,4.3349,75000.0
DIBS,USD,1STDIBS.COM INC,495763826.0,XXXXXXX11047,3.9249,0.4051,1200000.0
DIDG,USD,DIGITAL DEVELOPMENT GROUP CO,106894662.0,XXXXXXXA1007,4.08,0.25,
DIDIY,USD,DIDI GLOBAL INC,499901376.0,XXXXXXXE1082,2.5621,1.7679,
DIEM,USD,FRANKLIN EMERGING MARKET COR,235869593.0,XXXXXXXP2074,-9.4257,13.7557,55000.0
DIFTY,USD,DAITO TRUST CONS-SPN ADR,140389240.0,XXXXXXXX2099,-0.4948,4.8248,2000.0
DIG,USD,PROSHARES ULTRA ENERGY,416180812.0,XXXXXXXG7051,0.6844,3.6456,80000.0
DIGI,USD,DIGITILITI INC,75197264.0,XXXXXXX51060,4.08,0.25,650000.0
DIHP,USD,DIMENSIONAL INTERNATIONAL HI,552592677.0,XXXXXXXV7652,-3.7311,8.0611,600000.0
DIIBF,USD,DOREL INDUSTRIES-CL B,4729078.0,CA25822C2058,3.1679,1.1621,30000.0
DIISY,USD,DIRECT LINE INSURAN-UNSP ADR,198634158.0,XXXXXXXE2028,-0.4948,4.8248,700.0
DIM,USD,WISDOMTREE INTL M-C DVD FUND,39615648.0,XXXXXXXW7781,-0.2242,4.5542,4000.0
DIMC,USD,DIMECO INC,30210250.0,XXXXXXXW1045,-4.0579,8.3879,1000.0
DIN,USD,DINE BRANDS GLOBAL INC,51653885.0,XXXXXXX31069,3.9435,0.3865,350000.0
DINO,USD,HF SINCLAIR CORP,550324178.0,XXXXXXX91000,4.08,0.25,4300000.0
DINT,USD,DAVIS SELECT INTERNATIONAL,309221203.0,XXXXXXXL4059,-2.5046,6.8346,55000.0
DIOD,USD,DIODES INC,754352.0,XXXXXXX31015,4.08,0.25,900000.0
DIOMQ,USD,DIOMED HOLDINGS INC,29434163.0,XXXXXXXR2076,4.08,0.25,15000.0
DIPS,USD,YIELDMAX SHORT NVDA OIS ETF,717821737.0,XXXXXXXJ4857,1.3687,2.9613,30000.0
DIS,USD,WALT DISNEY CO-THE,6459.0,XXXXXXX71060,4.08,0.25,
DISO,USD,YIELDMAX DIS OI STRATEGY ETF,650854164.0,XXXXXXXT4444,-4.2837,8.6137,45000.0
DIST,USD,DISTOKEN ACQUISITION CORP,623040066.0,KYG277401108,-81.1429,85.4729,200.0
DISV,USD,DIMENSIONAL INTERNATIONAL SM,552592687.0,XXXXXXXV7819,3.1832,1.1468,600000.0
DIT,USD,AMCON DISTRIBUTING CO,28949271.0,XXXXXXXQ2057,-1.9543,6.2843,9000.0
DIV,USD,GLOBAL X SUPERDIVIDEND USE,123957486.0,XXXXXXXE2919,1.51,2.82,250000.0
DIVB,USD,ISHARES CORE DIVIDEND ETF,295518926.0,XXXXXXXU8615,-29.9303,34.2603,35000.0
DIVI,USD,FRANKLIN INTERNATIONAL CORE,235869638.0,XXXXXXXP1084,-1.0366,5.3666,20000.0
DIVO,USD,AMPLIFY CWP ENHANCED DIVIDEN,258675284.0,XXXXXXX84099,2.6696,1.6604,100000.0
DIVZ,USD,OPAL DIVIDEND INCOME ETF,468091257.0,XXXXXXXF4744,-30.8055,35.1355,30000.0
DJCO,USD,DAILY JOURNAL CORP,4729120.0,XXXXXXX21046,3.3517,0.9783,45000.0
DJD,USD,INVESCO DOW JONES INDUSTRIAL,319355962.0,XXXXXXXV6056,0.7108,3.6192,15000.0
DJIA,USD,GLOBAL X DOW 30 COV CALL ETF,546347212.0,XXXXXXXA8595,-1.4162,5.7462,40000.0
DJJI,USD,DIJJI CORP,30210459.0,XXXXXXXR1014,4.08,0.25,15000.0
DJP,USD,IPATH BLOOMBERG COMMODITY IN,39537285.0,XXXXXXXC7781,3.4215,0.9085,300000.0
DJT,USD,TRUMP MEDIA &amp; TECHNOLOGY GRO,517641765.0,XXXXXXXQ1058,3.0437,1.2863,1000000.0
DJUL,USD,FT VEST US EQUITY DEEP BUFFE,435429751.0,XXXXXXXF6988,-5.5827,9.9127,25000.0
DJUN,USD,FT VEST US EQUITY DEEP BUFFE,428729916.0,XXXXXXXF7143,-8.2078,12.5378,25000.0
DK,USD,DELEK US HOLDINGS INC,280731752.0,XXXXXXXA1034,4.0781,0.2519,1500000.0
DKAM,USD,DRINKS AMERICAS HOLDINGS LTD,99695372.0,XXXXXXXU3095,4.08,0.25,
DKGH,USD,DKG CAPITAL INC,284939403.0,XXXXXXXN2080,4.08,0.25,200.0
DKGR,USD,UNIVERSAL APPAREL &amp; TEXTILE,237936959.0,XXXXXXXJ2096,4.08,0.25,2200000.0
DKILY,USD,DAIKIN INDUSTRIES-UNSPON ADR,55317865.0,XXXXXXXB1061,-10.8628,15.1928,150000.0
DKIN,USD,DRUCKER INC,30210270.0,XXXXXXX12027,4.08,0.25,750000.0
DKL,USD,DELEK LOGISTICS PARTNERS LP,116608448.0,XXXXXXXT1034,3.8353,0.4947,20000.0
DKNG,USD,DRAFTKINGS INC-CL A,560105364.0,XXXXXXXV1052,3.9219,0.4081,
DKS,USD,DICK'S SPORTING GOODS INC,16310970.0,XXXXXXX31026,4.08,0.25,800000.0
DKSC,USD,DAKSHIDIN CORP,47148163.0,XXXXXXX31015,-9.9035,14.2335,9400000.0
DKTS,USD,TOP SHELF BRANDS HOLDINGS CO,173803926.0,XXXXXXXV1098,4.08,0.25,
DLAD,USD,DEALERADVANCE INC,58297768.0,XXXXXXX42060,4.08,0.25,
DLAKY,USD,LUFTHANSA-SPONS ADR,59226792.0,XXXXXXX13048,-12.5273,16.8573,70000.0
DLAPQ,USD,DELTA APPAREL INC,2016305.0,XXXXXXX81037,-1.5521,5.8821,300000.0
DLB,USD,DOLBY LABORATORIES INC-CL A,33205673.0,XXXXXXXT1079,3.9625,0.3675,1400000.0
DLGI,USD,DATALOGIC INTL INC,30210274.0,XXXXXXXQ1022,4.08,0.25,20000.0
DLHC,USD,DLH HOLDINGS CORP,109908055.0,XXXXXXXQ1004,3.8701,0.4599,300000.0
DLIAQ,USD,DELIA*S INC,37195711.0,XXXXXXX11015,-22.1144,26.4444,2100000.0
DLICY,USD,DAI-ICHI LIFE HOLD INC UNSP,175715717.0,XXXXXXXY1073,-11.1213,15.4513,1000.0
DLMI,USD,DIAMOND LAKE MINERALS INC,254139995.0,XXXXXXX22073,4.08,0.25,300.0
DLN,USD,WISDOMTREE US LARGECAP DIVID,39579980.0,XXXXXXXW3079,2.7065,1.6235,150000.0
DLNDY,USD,D&amp;L INDUSTRIES INC-UNSP ADR,210816407.0,XXXXXXXX1081,2.2115,2.1185,100.0
DLNG,USD,DYNAGAS LNG PARTNERS LP,138245094.0,MHY2188B1083,-0.3519,4.6819,450000.0
DLNG PRA,USD,DYNAGAS LNG PARTNERS LP,200166024.0,MHY2188B1166,-195.8284,200.1584,65000.0
DLNG PRB,USD,DYNAGAS LNG PARTNERS LP,339968340.0,MHY2188B1240,-82.7118,87.0418,35000.0
DLO,USD,DLOCAL LTD,494184570.0,KYG290181018,1.6702,2.6598,400000.0
DLOC,USD,DIGITAL LOCATIONS INC,404125842.0,XXXXXXXM2026,4.08,0.25,7600000.0
DLPM,USD,DEVELOPMENT CAPITAL GROUP IN,103964846.0,XXXXXXX61025,4.08,0.25,600000.0
DLPN,USD,DOLPHIN ENTERTAINMENT INC,735253367.0,XXXXXXXH3084,-1.0361,5.3661,75000.0
DLPX,USD,DELPHAX TECHNOLOGIES INC,268160.0,XXXXXXXX1063,4.08,0.25,70000.0
DLR,USD,DIGITAL REALTY TRUST INC.,31832526.0,XXXXXXX81030,4.08,0.25,8900000.0
DLR PRJ,USD,DIGITAL REALTY TRUST INC,284937845.0,XXXXXXX88555,-2.9809,7.3109,500.0
DLR PRK,USD,DIGITAL REALTY TRUST INC,357194959.0,XXXXXXX88308,-8.737,13.067,55000.0
DLR PRL,USD,DIGITAL REALTY TRUST INC,386383327.0,XXXXXXX88225,-3.5129,7.8429,60000.0
DLS,USD,WISDOMTREE INTL S-C DVD FUND,39832868.0,XXXXXXXW7609,-0.4791,4.8091,55000.0
DLTA,USD,DELTA OIL &amp; GAS INC,69913128.0,XXXXXXXR3084,4.08,0.25,10000.0
DLTH,USD,DULUTH HOLDINGS INC - CL B,212921198.0,XXXXXXXV1017,3.9463,0.3837,950000.0
DLTNF,USD,DELTA 9 CANNABIS INC,516196208.0,CA2477541049,-18.0809,22.4109,400000.0
DLTR,USD,DOLLAR TREE INC,49388062.0,XXXXXXX61080,4.08,0.25,5700000.0
DLUEY,USD,DE LA RUE PLC -UNSPON ADR,188630259.0,XXXXXXX74069,4.08,0.25,1000.0
DLX,USD,DELUXE CORP,6482.0,XXXXXXX91012,4.08,0.25,1500000.0
DLY,USD,DOUBLELINE YIELD OPPORT,404842358.0,XXXXXXXD1054,3.0234,1.3066,350000.0
DLYT,USD,DAIS CORP,394484207.0,XXXXXXX42043,4.08,0.25,4000.0
DM,USD,DESKTOP METAL INC-A,707171198.0,XXXXXXXX3035,-1.1858,5.5158,850000.0
DMA,USD,DESTRA MULTI-ALTERNATIVE,537817749.0,XXXXXXXA5020,-2.7389,7.0689,300000.0
DMAAU,USD,DRUGS MADE IN AMERICA ACQUIS,752955280.0,KYG2847J1206,-55.4329,59.7629,150000.0
DMAC,USD,DIAMEDICA THERAPEUTICS INC,341758615.0,CA25253X2077,3.897,0.433,1000000.0
DMAN,USD,DEMAND BRANDS INC,338815107.0,XXXXXXXB1044,4.08,0.25,
DMAR,USD,FT VEST US EQUITY DEEP BUFFE,478106570.0,XXXXXXXF6152,-6.7193,11.0493,30000.0
DMAT,USD,GLOBAL X DISRUPTIVE MATER ET,540920354.0,XXXXXXXA8678,-11.0537,15.3837,10000.0
DMAX,USD,ISHARES LG CAP MAX BUFF DEC,751744958.0,XXXXXXXG4718,-67.0739,71.4039,15000.0
DMAY,USD,FT VEST US EQUITY DEEP BUFFE,422619595.0,XXXXXXXF7309,-1.442,5.772,2000.0
DMB,USD,BNY MELLON MUNI BND INFRA,367504855.0,XXXXXXXW1099,2.592,1.738,55000.0
DMBS,USD,DOUBLELINE MORTGAGE ETF,624056275.0,XXXXXXXR4020,0.1587,4.1713,95000.0
DMCD,USD,DETWILER FENTON GROUP INC,57565786.0,XXXXXXX42022,4.08,0.25,250000.0
DMCY,USD,DEMOCRACY INTERNATIONAL FUND,479807393.0,XXXXXXXQ1489,-13.4289,17.7589,15000.0
DMDD,USD,DIAMOND DISCOVERIES INTL COR,30210291.0,XXXXXXX41076,4.08,0.25,650000.0
DMEC,USD,DOMESTIC ENERGY CORP,50237593.0,XXXXXXX81096,4.08,0.25,150000.0
DMEHF,USD,DESERT MOUNTAIN ENERGY CORP,442113717.0,CA25043D1078,-12.3155,16.6455,500000.0
DMF,USD,BNYM MUNICIPAL INCOME,367504856.0,XXXXXXXT1043,-4.0091,8.3391,20000.0
DMFG,USD,DECKER MANUFACTURING CORP,75778818.0,XXXXXXX81021,4.08,0.25,2000.0
DMGGF,USD,DMG BLOCKCHAIN SOLUTIONS INC,328848090.0,CA23345B2003,-24.1324,28.4624,1700000.0
DMHI,USD,DMH INTERNATIONAL INC,120357684.0,XXXXXXX52004,4.08,0.25,5200000.0
DMIFF,USD,DIAMCOR MINING INC,47217165.0,CA2525312070,4.0609,0.2691,300000.0
DMKPQ,USD,DMK PHARMACEUTICALS CORP,632413427.0,XXXXXXXW3079,-34.0005,38.3305,350000.0
DMLP,USD,DORCHESTER MINERALS LP,17061154.0,XXXXXXXR1059,3.6606,0.6694,250000.0
DMN,USD,DAMON INC,742768859.0,CA2357501063,-8.4726,12.8026,100000.0
DMNM,USD,DOMINION MINERALS CORP,48957635.0,XXXXXXX51055,4.08,0.25,5000.0
DMO,USD,WESTERN ASSET MORT DEF OPP,72950230.0,XXXXXXXB1098,0.3751,3.9549,300000.0
DMRC,USD,DIGIMARC CORP,54959581.0,XXXXXXXB1017,3.9169,0.4131,300000.0
DMSI,USD,DERMISONICS INC,30216843.0,XXXXXXXU1043,4.08,0.25,75000.0
DMSLQ,USD,DIGITAL MEDIA SOLUTIONS-A ,649921034.0,XXXXXXXG4038,-108.9122,113.2422,8000.0
DMTKQ,USD,DERMTECH INC,381479564.0,XXXXXXXK1051,-3.4563,7.7863,600000.0
DMX,USD,DOUBLELINE MULTI-SEC INC ETF,745689114.0,XXXXXXXR7098,-109.2885,113.6185,60000.0
DMXCF,USD,DISTRICT METALS CORP,646984654.0,CA2548481043,-19.3864,23.7164,200000.0
DMXF,USD,ISHARES ESG ADVANC MSCI EAFE,427788900.0,XXXXXXXE7590,-5.112,9.442,40000.0
DMYY,USD,DMY SQUARED TECHNOLOGY GR-A,598076745.0,XXXXXXX61046,2.7978,1.5322,100000.0
DMYY U,USD,DMY SQUARED TECHNOLOGY GROUP,588626089.0,XXXXXXX62036,3.11,1.22,100.0
DMZPY,USD,DOMINO'S PIZZA E-UNSPON ADR,289138845.0,XXXXXXXL1089,4.08,0.25,200.0
DNA,USD,GINKGO BIOWORKS HOLDINGS INC,718507605.0,XXXXXXXX2099,-3.2897,7.6197,100000.0
DNAG,USD,DNAPRINT GENOMICS,35136585.0,XXXXXXXQ2021,4.08,0.25,5800000.0
DNAX,USD,DNA BRANDS INC,459450941.0,XXXXXXXQ3074,4.08,0.25,
DNB,USD,DUN &amp; BRADSTREET HOLDINGS IN,430360593.0,XXXXXXXT1060,4.08,0.25,8000000.0
DNBBY,USD,DNB BANK ASA - SPN ADR,500788838.0,XXXXXXXC1036,-1.0035,5.3335,55000.0
DNCVF,USD,DEFIANCE SILVER CORP,349511590.0,CA2447672080,-1.5909,5.9209,750000.0
DNDT,USD,DND TECHNOLOGIES INC,120548772.0,XXXXXXXK2042,4.08,0.25,5000.0
DNFGY,USD,DONGFENG MOTOR GRP-H-UNS ADR,76721291.0,XXXXXXX82037,-27.5579,31.8879,1000.0
DNKEY,USD,DANSKE BANK A-S - SPON ADR,221724275.0,XXXXXXX32066,-12.9773,17.3073,90000.0
DNL,USD,WISDOMTREE GLOBAL EX-US QUAL,39832878.0,XXXXXXXW8441,-2.3091,6.6391,100000.0
DNLI,USD,DENALI THERAPEUTICS INC,298932570.0,XXXXXXXR1059,3.9374,0.3926,1700000.0
DNLMY,USD,DUNELM GROUP PLC-UNSP ADR,146218657.0,XXXXXXXP1030,4.08,0.25,2000.0
DNMR,USD,DANIMER SCIENTIFIC INC,739709254.0,XXXXXXX24070,-193.5681,197.8981,100.0
DNN,USD,DENISON MINES CORP,41983555.0,CA2483561072,4.004,0.326,6900000.0
DNNGY,USD,ORSTED A-S -UNSP ADR,295293261.0,XXXXXXXL1026,-22.1622,26.4922,90000.0
DNOPY,USD,DINO POLSKA SA UNSP- ADR,395267321.0,XXXXXXXT1060,-22.9031,27.2331,30000.0
DNOV,USD,FT VEST US EQUITY DEEP BUFFE,391638331.0,XXXXXXXF8398,-12.565,16.895,10000.0
DNOW,USD,DNOW INC,151137271.0,XXXXXXXP1003,3.9219,0.4081,3000000.0
DNP,USD,DNP SELECT INCOME FUND INC,6500.0,XXXXXXXP1049,3.8144,0.5156,400000.0
DNPLY,USD,DAI NIPPON PRINT-SPON ADR,47906485.0,XXXXXXX63066,-17.968,22.298,30000.0
DNRG,USD,DOMINOVAS ENERGY CORP,149558156.0,XXXXXXXX1028,4.08,0.25,8400000.0
DNRSF,USD,DENARIUS METALS CORP,598712838.0,CA2482332079,4.08,0.25,15000.0
DNTH,USD,DIANTHUS THERAPEUTICS INC,653377335.0,XXXXXXX81080,3.8689,0.4611,250000.0
DNTUY,USD,DENTSU GROUP INC - UNSPD ADR,84824473.0,XXXXXXX41094,-8.8032,13.1332,2000.0
DNUT,USD,KRISPY KREME INC,499901396.0,XXXXXXXL1061,4.08,0.25,300000.0
DNZOY,USD,DENSO CORPORATION-UNSPON ADR,59651179.0,XXXXXXXB1008,-8.3702,12.7002,85000.0
DOC,USD,HEALTHPEAK PROPERTIES INC,389700396.0,XXXXXXXP1030,3.9219,0.4081,
DOCKF,USD,BEYOND MEDICAL TECHNOLOGIES,605204120.0,CA0886412042,4.08,0.25,2000.0
DOCN,USD,DIGITALOCEAN HOLDINGS INC,478483393.0,XXXXXXXD1028,3.9219,0.4081,1100000.0
DOCS,USD,DOXIMITY INC-CLASS A,498661844.0,XXXXXXXP1075,4.08,0.25,2300000.0
DOCT,USD,FT VEST U.S. EQUITY DEEP BUF,450760888.0,XXXXXXXF6723,-20.4133,24.7433,20000.0
DOCU,USD,DOCUSIGN INC,316073742.0,XXXXXXX31068,3.9399,0.3901,7600000.0
DOG,USD,PROSHARES SHORT DOW30,317467468.0,XXXXXXXB2354,1.492,2.838,25000.0
DOGG,USD,FT VEST DJIA DOGS 10 TARGET,628017178.0,XXXXXXXD8469,3.7232,0.6068,3000.0
DOGZ,USD,DOGNESS INTERNATIONAL CORP-A,664510437.0,VGG2788T1113,-57.3737,61.7037,7000.0
DOL,USD,WISDOMTREE INTL L-C DVD FUND,39982956.0,XXXXXXXW7948,-0.4948,4.8248,75000.0
DOLE,USD,DOLE PLC,505002201.0,IE0003LFZ4U7,3.0872,1.2428,8300000.0
DOLLF,USD,DOLLY VARDEN SILVER LTD,675413189.0,CA2568272058,-2.2119,6.5419,1900000.0
DOMH,USD,DOMINARI HOLDINGS INC,565846817.0,XXXXXXX53043,-0.3128,4.6428,100000.0
DOMK,USD,DOMARK INTERNATIONAL INC,208710577.0,XXXXXXX52024,4.08,0.25,
DOMO,USD,DOMO INC - CLASS B,324405894.0,XXXXXXX41055,3.9197,0.4103,1700000.0
DOMR,USD,DOMINION RES BLACK WARRIOR,6512.0,XXXXXXXQ1085,4.08,0.25,25000.0
DON,USD,WISDOMTREE US MIDCAP DIVIDEN,39579977.0,XXXXXXXW5058,3.5899,0.7401,150000.0
DOOO,USD,BRP INC-CA- SUB VOTING,333360256.0,CA05577W2004,3.9435,0.3865,50000.0
DORM,USD,DORMAN PRODUCTS INC,39453514.0,XXXXXXX81009,3.9543,0.3757,1400000.0
DOUG,USD,DOUGLAS ELLIMAN INC,532646933.0,XXXXXXXD1054,3.2798,1.0502,3200000.0
DOV,USD,DOVER CORP,6517.0,XXXXXXX31080,4.08,0.25,2900000.0
DOW,USD,DOW INC,356576040.0,XXXXXXX71031,4.0759,0.2541,
DOX,USD,AMDOCS LTD,4457288.0,GB0022569080,3.9255,0.4045,2300000.0
DOYU,USD,DOUYU INTERNATIONAL HOLD-ADR,692389348.0,XXXXXXXW2044,-2.1534,6.4834,400000.0
DPAT,USD,DENTAL PATIENT CARE AMERICA,30705655.0,XXXXXXXV1052,4.08,0.25,100000.0
DPBE,USD,DEEP BLUE MARINE INC,50263293.0,XXXXXXX92042,4.08,0.25,1200000.0
DPER,USD,DEEP EARTH RESOURCES INC,40427569.0,XXXXXXXP1049,4.08,0.25,2600000.0
DPFD,USD,DEEP FIELD TECHNOLOGIES-CL A,35585608.0,XXXXXXX31036,4.08,0.25,1700000.0
DPG,USD,DUFF &amp; PHELPS UTILITY &amp; INC,91850813.0,XXXXXXXC1053,-2.4535,6.7835,55000.0
DPLS,USD,DARKPULSE INC,332113110.0,XXXXXXX51052,4.08,0.25,
DPMAY,USD,DIPLOMA PLC-UNSP ADR,755296675.0,XXXXXXXX1046,-0.7655,5.0955,2000.0
DPMLF,USD,DUNDEE PRECIOUS METALS INC,47148763.0,CA2652692096,3.8032,0.5268,350000.0
DPRK,USD,DEEP ROCK OIL &amp; GAS INC,34498905.0,XXXXXXX81071,4.08,0.25,65000.0
DPRO,USD,DRAGANFLY INC,725468685.0,CA26142Q3044,-41.4843,45.8143,100000.0
DPST,USD,DRX DLY REG BANK BULL 3X,631334034.0,XXXXXXXG1537,3.8099,0.5201,150000.0
DPUI,USD,DISCOUNT PRINT USA,550619170.0,XXXXXXXD1072,4.08,0.25,2400000.0
DPUKY,USD,DOMINOS PIZZA UK &amp; IRL-ADR,91979384.0,XXXXXXXW1045,4.08,0.25,600.0
DPZ,USD,DOMINO'S PIZZA INC,29831612.0,XXXXXXXA2015,4.0217,0.3083,900000.0
DQ,USD,DAQO NEW ENERGY CORP-ADR,118803978.0,XXXXXXXQ2030,3.8439,0.4861,
DQJCY,USD,PAN PACIFIC INTERN-UNSP ADR,351150180.0,XXXXXXXK1051,-13.1439,17.4739,35000.0
DQWS,USD,DSWISS INC,399802274.0,XXXXXXXW1009,-0.774,5.104,15000.0
DRAG,USD,ROUNDHILL CHINA DRAGONS ETF,733126350.0,XXXXXXXX8746,3.8915,0.4386,100000.0
DRAI,USD,DRACO EVOLUTION AI ETF,714607791.0,XXXXXXXL2438,-2.6599,6.9899,300.0
DRCR,USD,DEAR CASHMERE HOLDING CO,207875593.0,XXXXXXX91094,-2.1093,6.4393,1200000.0
DRCT,USD,DIRECT DIGITAL HOLDINGS IN-A,542734577.0,XXXXXXXT1051,-106.9097,111.2397,200000.0
DRD,USD,DRDGOLD LTD-SPONSORED ADR,45210327.0,XXXXXXXH3012,3.9369,0.3931,150000.0
DRDBU,USD,ROMAN DBDR ACQUISITION CORP,747593404.0,KYG7633M1208,-58.9511,63.2811,850000.0
DREM,USD,DREAM HOMES &amp; DEVELOPMENT CO,274795667.0,XXXXXXXM1009,4.08,0.25,100000.0
DRGG,USD,DRAGON INTERNATIONAL GROUP C,30215900.0,XXXXXXXE1010,4.08,0.25,950000.0
DRGN,USD,CN DRAGON CORP,71559802.0,XXXXXXXE1091,4.08,0.25,35000.0
DRGV,USD,DRAGON CAPITAL GROUP CORP,45053659.0,XXXXXXXJ1007,4.08,0.25,
DRGZ,USD,DYNAMIC RESPONSE GROUP INC,60910574.0,XXXXXXXM2070,4.08,0.25,300000.0
DRH,USD,DIAMONDROCK HOSPITALITY CO,34532778.0,XXXXXXX43013,3.9599,0.3701,8000000.0
DRH PRA,USD,DIAMONDROCK HOSPITALITY,441466877.0,XXXXXXX44003,-35.5187,39.8487,25000.0
DRI,USD,DARDEN RESTAURANTS INC,661440.0,XXXXXXX41053,4.08,0.25,1900000.0
DRIO,USD,DARIOHEALTH CORP,391609534.0,XXXXXXXP2092,0.2319,4.0981,55000.0
DRIP,USD,DIREXION DAILY S&amp;P OIL &amp; GAS,546185312.0,XXXXXXXG3285,-12.1086,16.4386,100000.0
DRIV,USD,GLOBAL X AUTONOMOUS&amp;ELEC-ETF,314376951.0,XXXXXXXY6243,-2.2672,6.5972,250000.0
DRKOF,USD,MARTELLO TECHNOLOGIES GROUP,332929755.0,CA5730741017,4.08,0.25,400.0
DRLL,USD,STRIVE US ENERGY ETF,578413063.0,XXXXXXXL7221,0.2658,4.0642,100000.0
DRMA,USD,DERMATA THERAPEUTICS INC,703392738.0,XXXXXXX54055,-61.4425,65.7725,55000.0
DRMTY,USD,DR. MARTENS PLC-UNSP ADR,522561534.0,XXXXXXXG1004,4.08,0.25,2000.0
DRMX,USD,DERMAXAR INC,82542582.0,XXXXXXXW1009,4.08,0.25,250000.0
DRN,USD,DIREXION DAILY REAL ESTATE B,61760197.0,XXXXXXXW7552,3.8032,0.5268,350000.0
DRNG,USD,DRONE GUARDER INC,270902073.0,XXXXXXXL1035,4.08,0.25,5300000.0
DRNK,USD,NOHO INC,121665106.0,XXXXXXXC1099,4.08,0.25,
DROP,USD,FUSE SCIENCE INC,181915748.0,XXXXXXXJ3041,-8.3044,12.6344,70000.0
DROR,USD,DROR ORTHO-DESIGN INC,32822027.0,XXXXXXX51099,4.08,0.25,90000.0
